her_name,list_name,list_pos,bloc_name,bloc_start,bloc_end,bloc2_name,bloc2_start,bloc2_end,education,education_year,pol_history,session
Mongi Rahoui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Maitrise en comptabilité de l’Institut des Hautes Etudes Commerciales de Carthage,NA,A travaillé à la Banque Nationale Agricole,Troisième session parlementaire
Mongi Rahoui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Master en ingénierie financière de l'Institut Supérieur de Commerce de Tunis,NA,A travaillé à la Banque Nationale Agricole,Troisième session parlementaire
Mongi Rahoui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Diplôme d'études de comptabilité et gestion de l'Université de Marseille,NA,A travaillé à la Banque Nationale Agricole,Troisième session parlementaire
Mongi Rahoui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Diplôme d'études supérieures de l'Institut des Techniques Bancaires de Paris,NA,A travaillé à la Banque Nationale Agricole,Troisième session parlementaire
Mongi Rahoui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Diplôme supérieur de comptabilité et gestion à Marseille,NA,A travaillé à la Banque Nationale Agricole,Troisième session parlementaire
Mongi Rahoui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Diplôme d'études supérieures en techniques comptables de l'Institut National des Techniques Economiques et Comptables de Paris,NA,A travaillé à la Banque Nationale Agricole,Troisième session parlementaire
Zouhair Rejbi,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme en technique économique de gestion au lycée technique du Kef (1979),1979,"Chef de département comptabilité dans une compagnie minière (1984 - 1986) Chef de département des souscripteurs à la SONEDE (1986 - 1991) Chef comptable chez la société El habib (2006 - 2011) Chef de service administratif, financier et juridique à la SONEDE depuis 2011",Troisième session parlementaire
Zouhair Rejbi,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme universitaire en études comptables de l'Institut Supérieur de Gestion de Tunis (1983),1983,"Chef de département comptabilité dans une compagnie minière (1984 - 1986) Chef de département des souscripteurs à la SONEDE (1986 - 1991) Chef comptable chez la société El habib (2006 - 2011) Chef de service administratif, financier et juridique à la SONEDE depuis 2011",Troisième session parlementaire
Najla Saadaoui,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,NA, ,Troisième session parlementaire
Najla Saadaoui,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,NA, ,Troisième session parlementaire
Najla Saadaoui,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,NA, ,Troisième session parlementaire
Mohamed Saidane,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences et mathématiques au lycée secondaire 2 Mars 1934 à Ksar Helal (1980),2,Chef de département dans une société privée franco-tunisienne (1984) Chef de département dans une socéiété privée en France (1985) Directeur commercial d'une société privée franco-tunisienne en Tunisie (1986) Directeur général d'une société privée en Tunisie (1992) Mandataire d'une société privée (2000),Troisième session parlementaire
Mohamed Saidane,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme universitaire d'études en comptabilité de l'Institut des Hautes Etudes Commerciales de Carthage (1982),1982,Chef de département dans une société privée franco-tunisienne (1984) Chef de département dans une socéiété privée en France (1985) Directeur commercial d'une société privée franco-tunisienne en Tunisie (1986) Directeur général d'une société privée en Tunisie (1992) Mandataire d'une société privée (2000),Troisième session parlementaire
Mohamed Saidane,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en comptabilité de gestion de l'Institut des Hautes Etudes Commerciales de Carthage (1984),1984,Chef de département dans une société privée franco-tunisienne (1984) Chef de département dans une socéiété privée en France (1985) Directeur commercial d'une société privée franco-tunisienne en Tunisie (1986) Directeur général d'une société privée en Tunisie (1992) Mandataire d'une société privée (2000),Troisième session parlementaire
Sana Salhi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en Lettres au lycée de Rouhia (2006),2006,Enseignante remplaçante au lycée secondaire de Rouhia (2011- 2012/2013- 2014),Troisième session parlementaire
Sana Salhi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maîtrise en langue anglaise à l'Institut Supérieur des Sciences Humaines de Tunis (2010),2010,Enseignante remplaçante au lycée secondaire de Rouhia (2011- 2012/2013- 2014),Troisième session parlementaire
Sana Salhi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Master en cours en Traduction  à l'Institut Supérieur des Sciences Humaines de Tunis,NA,Enseignante remplaçante au lycée secondaire de Rouhia (2011- 2012/2013- 2014),Troisième session parlementaire
Moncef Sellami,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en Philosophie au lycée secondaire de Sfax (1960),1960,"Carrière bancaire au sein du groupe BNCI (actuellement BNP Paribas) en France puis à Londres et au Maroc, et à l'UBCI puis la Banque du Sud (actuellement Attijari Bank) en Tunisie  Fondateur de sa première société Tunisie Câbles (1978) Fondateur et président du groupe One Tech depuis 2012 Président Directeur Général de la société Grand Maghreb Média qui édite le quotidien Le Maghreb depuis 2012",Troisième session parlementaire
Moncef Sellami,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme en économie et gestion à Sciences Po Paris,NA,"Carrière bancaire au sein du groupe BNCI (actuellement BNP Paribas) en France puis à Londres et au Maroc, et à l'UBCI puis la Banque du Sud (actuellement Attijari Bank) en Tunisie  Fondateur de sa première société Tunisie Câbles (1978) Fondateur et président du groupe One Tech depuis 2012 Président Directeur Général de la société Grand Maghreb Média qui édite le quotidien Le Maghreb depuis 2012",Troisième session parlementaire
Mohamed Sidhom,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire Mahmoud Messadi de Nabeul (1969),1969,Officier au sein de l'armée nationale (1975 - 1987) Enseignant de mathématiques au lycée l'espoir (1989 - 2011),Troisième session parlementaire
Mohamed Sidhom,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme de l'académie militaire (1976),1976,Officier au sein de l'armée nationale (1975 - 1987) Enseignant de mathématiques au lycée l'espoir (1989 - 2011),Troisième session parlementaire
Mohamed Sidhom,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme de l'école d'Etat-major de Tunis (1985),1985,Officier au sein de l'armée nationale (1975 - 1987) Enseignant de mathématiques au lycée l'espoir (1989 - 2011),Troisième session parlementaire
Amal Souid,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire de Ghannouch (2007),2007,,Troisième session parlementaire
Amal Souid,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence fondamentale en mathématiques de la Faculté des Sciences de Gabès (2010),2010,,Troisième session parlementaire
Olfa Soukri,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maîtrise en économie et finances internationales de la faculté des sciences économiques et de gestion de Tunis (1998),1998,Consultante auprès de l'OCDE (2012 -2013),Troisième session parlementaire
Olfa Soukri,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme d'études spécialisées complémentaires en téléinformatique et réseaux de l'École nationale d'ingénieurs de Tunis (1999),1999,Consultante auprès de l'OCDE (2012 -2013),Troisième session parlementaire
Olfa Soukri,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme en études approfondies en économie internationale et économie du développement de l'Université Paris 1 Panthéon-Sorbonne (2000),1,Consultante auprès de l'OCDE (2012 -2013),Troisième session parlementaire
Olfa Soukri,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme en études approfondies en économie internationale de la Faculté des Sciences Economiques et de Gestion de Tunis (2001),2001,Consultante auprès de l'OCDE (2012 -2013),Troisième session parlementaire
Olfa Soukri,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Executive program en trade policy de Harvard Kennedy School of Government (2012),2012,Consultante auprès de l'OCDE (2012 -2013),Troisième session parlementaire
Hedi Soula,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat sciences et mathématiques au lycée technique la Mansoura, Kairouan (1983)",1983,Ingénieur des travaux publics de l'Etat auprès du Commissariat Régional au Développement Agricole à Kairouan (1988),Troisième session parlementaire
Hedi Soula,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Diplôme d'ingénieur des travaux publics de l'Etat, spécialité économie agricole de l'Ecole Supérieure de l'Agriculture de Mograne, Zaghouan (1987)",1987,Ingénieur des travaux publics de l'Etat auprès du Commissariat Régional au Développement Agricole à Kairouan (1988),Troisième session parlementaire
Karima  Taggaz,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2016-09-20,NA,NA,NA,NA,Licence en psychologie de l'Université de la Sorbonne - Paris V,NA,Membre dans plusieurs instances de l'opposition politique du régime de Ben Ali depuis l'âge de 16 ans Membre dans plusieurs organismes estudiantins et politiques et de lutte pour les droits de l'homme  Membre du bureau exécutif de l'association représentante du parti Mouvement Ennahdha à Paris Membre du bureau de communication et de l'information de la centrale du parti Mouvement Ennahdha Candidate de la liste du Mouvement Ennahdha France Nord pour les élections de l'Assemblée Nationale Constituante en 2011,Troisième session parlementaire
Karima  Taggaz,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2016-09-20,NA,NA,NA,NA,Master en sciences de l'éducation,NA,Membre dans plusieurs instances de l'opposition politique du régime de Ben Ali depuis l'âge de 16 ans Membre dans plusieurs organismes estudiantins et politiques et de lutte pour les droits de l'homme  Membre du bureau exécutif de l'association représentante du parti Mouvement Ennahdha à Paris Membre du bureau de communication et de l'information de la centrale du parti Mouvement Ennahdha Candidate de la liste du Mouvement Ennahdha France Nord pour les élections de l'Assemblée Nationale Constituante en 2011,Troisième session parlementaire
Nawel Tayech,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire d'Enfidha (2006),2006,  ,Troisième session parlementaire
Nawel Tayech,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maîtrise en gestion de l'Institut Supérieur de Commerce et de Comptabilité de Bizerte (2010),2010,  ,Troisième session parlementaire
Rim Thairi,Courant de l,3125 voix,Bloc Social-Démocrate,2016-01-20,2016-09-20,Bloc Démocrate,2017-10-20,NA,Baccalauréatà Kairouan (2002),2002,Elue à l'Assemblée Nationale Constituante sur la liste de la pétition populaire de la circonscription de Kairouan (2011 - 2014),Troisième session parlementaire
Rim Thairi,Courant de l,3125 voix,Bloc Social-Démocrate,2016-01-20,2016-09-20,Bloc Démocrate,2017-10-20,NA,Maitrise en Anglais de la Faculté des Lettres et Sciences Humaines de Tunis ,NA,Elue à l'Assemblée Nationale Constituante sur la liste de la pétition populaire de la circonscription de Kairouan (2011 - 2014),Troisième session parlementaire
Sofien Toubel,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en sciences physiques,NA,,Troisième session parlementaire
Radhia Toumi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire de Metouia (2001),2001,"Bénévole en médecine générale à l'hôpital local d'Oudhref (2010 - 2011) Médecin généraliste dans une salle de soins à Zarat, délégation de Mareth du gouvernorat de Gabès (2012)",Troisième session parlementaire
Radhia Toumi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Doctorat d'Etat en médecine de la faculté de médecine de Sousse (2010),2010,"Bénévole en médecine générale à l'hôpital local d'Oudhref (2010 - 2011) Médecin généraliste dans une salle de soins à Zarat, délégation de Mareth du gouvernorat de Gabès (2012)",Troisième session parlementaire
Radhia Toumi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Master en médecine gériatique de la faculté de médecine de Sfax - Mémoire en cours de préparation (2013),2013,"Bénévole en médecine générale à l'hôpital local d'Oudhref (2010 - 2011) Médecin généraliste dans une salle de soins à Zarat, délégation de Mareth du gouvernorat de Gabès (2012)",Troisième session parlementaire
Hssine Yahyaoui,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat sciences - mathématiques au lycée secondaire de Bizerte (1977),1977,Ingénieur géologue et chef d'arrondissement des ressources en eau du commissariat régional au développement agricole de Tataouine (1983 - 1995) Ingénieur géologue ensuite ingénieur géologue principal et chef d'arrondissement des ressources en eau du commissariat régional au développement agricole de Medenine (1995 - 1983) Ingénieur géologue principal en exerçant la fonction de chef d'arrondissement des ressources en eau du commissariat régional au développement agricole de Medenine et la suppression officielle de l'emploi fonctionnel pour appartenance au mouvement Ennahdha (1999 - 2007) Ingénieur géologue en chef et sous directeur chargé de l'arrondissement des ressources en eau du commissariat régional au développement agricole de Medenine (2007 - 2009) Ingénieur géologue en chef et chef de division de l'hydraulique et de l'équipement rural à Medenine au rang de directeur à une direction centrale au commissariat régional au développement agricole de Medenine (2009 - 2014),Troisième session parlementaire
